id,SeriousDlqin2yrs,age,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTimes90DaysLate,NumberOfTime60-89DaysPastDueNotWorse,MonthlyIncome,NumberOfDependents,DebtRatio
38358,1,66,0,0,0,6671,0,0.582284
38359,0,73,0,0,0,NULL,0,427
38360,1,27,1,2,0,3000,0,0.290903
38361,1,48,0,1,0,5000,3,0.038192
38362,0,69,1,0,0,1334,0,1.753558
38363,0,40,0,0,0,0,3,2283
38364,1,28,3,0,0,1840,0,0.095057
38365,0,33,0,0,0,5302,3,0.71733
38366,0,38,0,0,0,6000,2,0.387769
38367,0,67,0,0,0,3244,1,0.544222
38368,0,56,1,0,0,NULL,0,2480
38369,0,42,0,0,0,NULL,2,3017
38370,0,62,0,0,0,1600,0,0.002498
38371,0,37,0,0,0,1900,1,0.024198
38372,1,38,1,0,0,NULL,0,2560
38373,0,82,0,0,0,3500,0,0.003428
38374,1,41,1,1,1,NULL,0,1287
38375,1,41,2,1,1,9333,3,0.340797
38376,0,65,0,0,0,NULL,0,591
38377,0,34,1,0,0,3250,2,0.657951
38378,0,44,0,0,0,4500,0,0.311486
38379,0,51,0,0,0,8500,1,0.297612
38380,0,40,0,0,0,4000,0,0.898275
38381,0,51,2,0,1,6666,0,0.138893
38382,0,50,0,0,0,5000,1,0.796041
38383,1,53,0,0,0,3083,0,0.036316
38384,1,67,0,3,1,2000,0,0.121439
38385,0,51,0,0,0,7750,0,0.099084
38386,0,61,3,0,2,7200,1,0.606305
38387,1,69,1,0,0,NULL,0,485
38388,1,60,3,0,0,9250,1,0.509783
38389,0,76,0,0,0,6436,0,0.204909
38390,0,50,0,0,0,1750,0,0.006853
38391,1,50,2,0,0,5266,4,1.094741
38392,0,41,0,0,0,NULL,0,1109
38393,1,53,0,0,0,NULL,NULL,1654
38394,0,56,0,0,0,NULL,2,2644
38395,0,50,0,0,0,4416,2,0.666289
38396,0,82,0,0,0,2500,0,0
38397,0,47,0,1,0,2200,0,0.167651
38398,0,47,0,0,0,NULL,0,1028
38399,0,36,0,0,0,6000,2,0.31728
38400,0,64,0,0,0,16066,0,0.246032
38401,0,40,0,0,0,0,2,3330
38402,1,65,1,0,0,3901,0,0.038442
38403,1,36,0,0,0,5500,0,0.18742
38404,0,52,0,0,0,2750,2,0.937114
38405,1,49,0,2,0,3200,0,0.378007
38406,0,65,1,0,0,1900,0,0.670174
38407,1,27,0,0,0,2816,0,0.078807
38408,0,63,0,0,0,NULL,0,2943
38409,0,38,0,0,0,2800,0,0.006426
38410,0,49,0,0,0,10493,1,0.303983
38411,0,25,0,0,0,764,0,0.681046
38412,0,45,0,0,0,9327,4,0.041702
38413,0,49,0,0,0,9889,1,0.394034
38414,0,46,0,0,0,5700,1,0.699526
38415,1,62,1,1,0,2200,0,0.406179
38416,1,57,3,0,0,NULL,NULL,1484
38417,1,39,0,0,0,2090,1,0.572453
38418,0,43,2,0,0,1800,0,1.094392
38419,0,46,1,0,0,6290,0,0.07169
38420,0,26,0,0,0,NULL,NULL,8
38421,0,68,0,0,0,1462,0,0.550923
38422,0,65,0,0,0,4442,0,0.008328
38423,1,46,3,0,1,13425,1,0.278266
38424,0,67,0,0,0,1400,0,0.04354
38425,0,66,0,0,0,9333,0,0.316906
38426,0,25,0,0,0,4166,0,0.009359
38427,0,59,2,0,0,9017,1,0.34409
38428,0,49,0,0,0,4837,1,0.275734
38429,0,35,0,0,0,4000,0,0.690327
38430,1,44,0,0,0,4255,0,0.287359
38431,0,58,0,0,0,4970,2,0.496077
38432,1,47,0,1,1,6639,3,0.915813
38433,0,36,0,0,0,5000,3,0.065387
38434,0,35,0,0,0,NULL,0,1248
38435,0,37,0,0,0,10000,2,0.368463
38436,0,69,0,0,0,NULL,NULL,1130
38437,1,46,6,3,2,6750,1,0.182195
38438,0,31,0,0,0,5028,0,0.419169
38439,1,43,0,0,0,3300,2,0.795517
38440,0,66,0,0,0,NULL,0,89
38441,0,47,0,0,0,2310,0,0.275206
38442,0,50,0,0,0,NULL,0,1885
38443,0,37,0,0,0,4750,0,0.010524
38444,0,60,0,1,1,7375,0,0.486171
38445,1,65,0,1,1,NULL,0,510
38446,1,70,0,0,0,14300,1,0.174603
38447,1,24,1,0,0,NULL,NULL,70
38448,1,35,0,1,0,4300,0,0.115787
38449,0,49,0,0,0,NULL,0,1569
38450,0,81,0,0,0,5690,0,0.13987
38451,1,44,2,0,0,2800,0,0.969654
38452,0,68,0,0,0,2184,0,0
38453,0,59,2,0,0,11240,1,0.268481
38454,0,49,0,0,0,5950,0,0.292724
38455,1,27,1,1,0,NULL,0,396
38456,0,37,0,0,0,7500,0,0.343554
38457,0,41,0,0,0,2800,1,0.458408
38458,1,43,0,0,0,7000,0,0.337666
38459,0,75,0,0,0,0,0,18
38460,0,50,0,0,0,10833,0,0.315119
38461,0,50,0,0,0,NULL,3,2180
38462,0,55,0,0,0,10080,2,0.0741
38463,0,50,0,0,0,6250,0,0.068149
38464,1,29,0,0,0,716,0,0.011158
38465,0,61,0,0,0,1892,0,0
38466,0,33,0,0,0,2916,0,1.527254
38467,0,39,0,1,0,1975,0,0.188765
38468,0,56,0,0,0,9333,0,0.107564
38469,0,53,0,0,0,0,0,4519
38470,1,49,1,0,0,12000,5,0.455295
38471,1,23,0,0,0,NULL,0,4
38472,0,64,0,0,0,4330,0,0.679289
38473,1,56,0,0,0,9066,1,0.451197
38474,0,75,0,0,0,6200,1,0.220448
38475,0,34,0,0,0,4583,0,0.066972
38476,0,63,0,0,0,6850,0,0.364034
38477,0,56,0,0,0,7500,2,0.138648
38478,1,54,1,0,0,3080,1,0.104836
38479,0,38,0,0,0,NULL,3,1287
38480,0,59,0,0,0,8492,0,0.418345
38481,0,68,0,0,0,1224,0,0.229388
38482,1,30,0,0,2,5000,0,1.220356
38483,0,56,0,0,0,6975,1,0.586869
38484,0,25,0,0,0,NULL,0,157
38485,1,44,0,0,0,7900,1,0.907354
38486,1,58,2,0,0,NULL,0,110
38487,0,52,0,0,0,1990,0,0.338523
38488,1,51,1,0,1,NULL,0,1375
38489,1,40,2,0,1,10000,0,0.337266
38490,0,51,0,0,0,10858,3,0.48789
38491,0,37,1,0,0,4500,1,1.039991
38492,0,43,0,0,0,NULL,2,1252
38493,0,28,0,1,0,1800,0,0.965575
38494,1,44,3,1,0,2300,2,0.265102
38495,1,57,6,0,0,9750,2,0.429494
38496,0,28,0,1,0,5850,0,0.534439
38497,1,32,0,1,0,2333,1,0.161954
38498,0,48,0,0,0,4388,3,0.646844
38499,0,62,0,0,0,NULL,0,1149
38500,1,33,0,0,0,2613,2,0.16909
38501,1,82,5,0,0,4057,0,0.830458
38502,1,47,3,0,1,6154,1,0.455402
38503,0,48,0,0,0,9900,3,0.723058
38504,0,52,0,0,0,3801,2,0.455813
38505,1,44,1,0,0,3001,2,0.653897
38506,0,39,2,0,0,6800,1,0.458315
38507,1,64,3,1,1,4089,0,0.638142
38508,1,43,2,0,0,6150,0,0.663795
38509,0,63,0,0,0,8455,0,0.369442
38510,0,56,0,0,0,12133,0,0.592055
38511,0,32,0,0,0,NULL,0,1244
38512,1,33,1,1,0,3800,0,0.288608
38513,0,45,0,0,0,166,3,0.293413
38514,0,34,0,0,0,2667,0,0.209895
38515,1,27,0,0,0,1450,1,0.042729
38516,0,66,0,0,0,7600,1,0.518616
38517,0,54,0,0,0,9000,0,0.261415
38518,1,24,1,0,0,2400,0,0.063307
38519,1,55,0,0,0,NULL,0,3483
38520,1,31,0,2,0,4490,3,0.006235
38521,1,66,1,0,0,1666,1,3.503299
38522,0,60,0,0,0,9537,2,0.340218
38523,0,51,0,0,0,15000,0,8.718819
38524,0,31,0,0,0,5833,0,0.281282
38525,1,27,0,0,0,2100,2,0.16278
38526,0,56,1,0,0,3685,0,0.813348
38527,0,71,0,0,0,7862,0,0.656111
38528,1,28,0,0,0,4446,0,1.672363
38529,1,44,0,2,1,NULL,0,978
38530,1,53,0,0,3,4979,0,0.142771
38531,0,42,0,0,0,1,3,432
38532,0,36,1,0,0,4400,1,0.174733
38533,0,67,0,0,0,9000,1,0.237529
38534,0,63,0,0,0,NULL,1,2647
38535,0,73,0,0,0,2804,0,0.001783
38536,1,61,7,1,0,4500,2,0.772495
38537,0,45,0,0,0,NULL,0,2786
38538,0,25,0,0,0,820,0,0
38539,0,29,0,0,0,NULL,NULL,1214
38540,1,32,0,0,0,NULL,1,2841
38541,0,69,0,0,0,11050,0,0.479685
38542,1,53,1,0,0,4000,0,0.036741
38543,1,55,2,0,0,7550,0,0.421931
38544,1,49,0,0,0,7800,2,0.457377
38545,0,42,0,0,0,4690,1,0.830953
38546,0,57,0,0,0,NULL,0,0
38547,1,44,1,5,0,4500,5,0.38036
38548,0,67,0,0,0,2510,0,0.033055
38549,0,26,0,0,0,4800,0,0.17413
38550,1,89,0,1,0,2801,0,0.083512
38551,0,53,1,0,0,11633,2,0.112429
38552,0,63,0,0,0,10500,1,0.189315
38553,0,61,0,0,0,7333,0,0.401554
38554,1,46,0,1,0,3300,0,0.244471
38555,0,50,0,0,0,NULL,0,98
38556,1,32,3,0,2,1963,2,0.256619
38557,1,38,0,0,0,2000,0,0.807596
38558,0,49,0,0,0,11900,2,0.245526
38559,0,67,0,0,0,4152,0,0.636648
38560,1,59,0,0,0,3666,0,0.636215
38561,0,44,0,0,0,5437,1,0.0879
38562,0,67,0,0,0,4400,0,0.005453
38563,1,37,0,0,0,5300,1,0.454254
38564,0,62,0,0,0,NULL,0,1131
38565,0,44,0,0,0,NULL,2,1673
38566,0,31,0,0,0,3500,2,0.407027
38567,0,47,0,0,0,9000,0,0.190868
38568,0,63,0,0,0,NULL,0,2857
38569,1,28,0,0,0,348,4,3.547278
38570,1,71,1,1,0,5500,0,0.375205
38571,1,40,0,0,0,7916,1,0.347227
38572,0,48,2,0,0,5100,0,0.555577
38573,0,58,0,0,0,18700,0,0.393294
38574,0,48,0,0,0,9782,3,0.623224
38575,1,85,1,0,0,6114,0,0.1722
38576,0,39,0,0,0,6500,1,0.734195
38577,1,59,0,0,0,4000,0,0.223694
38578,0,63,0,0,0,8505,0,0.402892
38579,0,70,0,0,0,3139,0,0.441083
38580,0,64,0,0,0,NULL,0,1795
38581,1,51,0,0,0,4166,2,0.658987
38582,0,41,0,0,0,9217,0,0.420699
38583,0,67,1,0,0,9950,0,0.054065
38584,0,73,0,0,0,NULL,NULL,1235
38585,0,32,0,0,0,NULL,0,824
38586,1,57,98,98,98,3020,0,0.02284
38587,0,45,1,0,0,9000,4,0.296745
38588,0,82,0,0,0,NULL,0,996
38589,0,64,0,0,0,4000,0,0.282679
38590,0,61,0,0,0,NULL,0,26
38591,0,58,1,0,2,2900,0,0.346432
38592,0,47,0,0,0,NULL,0,3797
38593,1,47,1,6,1,2777,2,0.296616
38594,0,50,0,0,0,NULL,0,46
38595,0,50,0,0,0,9700,2,0.364808
38596,0,41,0,0,0,7590,0,0.320643
38597,1,36,3,0,0,5000,0,0.54889
38598,1,34,0,3,3,5600,5,0.47313
38599,0,35,0,0,0,7700,0,0.342553
38600,1,43,1,0,0,9576,2,0.277227
38601,0,44,0,0,0,5000,0,0.712058
38602,0,60,0,0,0,NULL,0,2303
38603,1,50,1,0,0,5502,0,0.394512
38604,1,45,4,1,2,5467,1,0.051207
38605,1,34,2,0,0,1300,0,0.654881
38606,0,48,0,3,0,4046,1,0.015567
38607,0,70,0,0,0,2562,0,0.026141
38608,1,28,0,2,0,4039,0,0.188861
38609,0,53,0,0,0,6300,2,0.288526
38610,0,44,0,0,0,6359,0,0.358962
38611,0,31,0,0,0,1,0,100
38612,0,69,0,0,0,7669,0,0.004042
38613,0,57,0,0,0,4500,2,0.072651
38614,0,66,0,0,0,17746,0,0.008339
38615,1,55,1,0,0,7500,0,0.680976
38616,0,66,1,0,0,6583,0,0.40158
38617,0,55,0,0,0,15200,0,0.462535
38618,0,72,3,1,0,2084,0,0.406235
38619,0,49,0,0,0,15000,2,0.162323
38620,0,38,0,0,0,NULL,2,2294
38621,1,39,0,0,0,24100,1,0.003195
38622,0,44,0,0,0,NULL,0,1173
38623,0,51,0,0,0,NULL,3,1515
38624,0,36,0,0,0,8400,1,0.271039
38625,0,64,0,0,0,7000,1,0.00757
38626,0,65,0,0,0,19000,1,0.162149
38627,1,49,3,2,2,NULL,0,548
38628,1,53,4,1,2,NULL,0,3811
38629,0,40,0,0,0,4800,3,0.431785
38630,0,54,0,0,0,6666,0,0.330583
38631,1,50,1,0,0,6198,0,0.333764
38632,1,77,0,0,0,5000,0,0.34833
38633,0,61,0,0,0,NULL,0,3135
38634,0,80,0,0,0,2677,0,0.318521
38635,0,62,0,0,0,9000,1,0.189646
38636,0,45,0,0,0,6504,2,0.102537
38637,0,52,0,0,0,13462,4,0.178638
38638,0,41,0,0,0,5653,4,0.336045
38639,1,41,2,0,0,9500,1,0.427534
38640,0,92,0,0,0,3333,0,0.004199
38641,0,54,1,0,0,1100,0,0.006358
38642,0,62,0,0,0,9220,2,0.74211
38643,0,64,0,0,0,20100,1,0.276603
38644,0,52,0,0,0,11332,1,0.376599
38645,0,75,1,0,0,4822,0,0.554219
38646,0,86,1,0,0,NULL,0,1749
38647,0,78,1,0,0,7664,0,0.158904
38648,1,43,0,0,0,NULL,0,312
38649,1,55,3,0,0,3325,0,0.648226
38650,1,45,0,0,0,NULL,0,2589
38651,0,45,2,0,2,1,0,1380.5
38652,0,55,0,0,0,12167,0,0.2869
38653,1,44,0,0,0,3435,2,0.245343
38654,1,74,0,0,0,4997,1,0.437775
38655,0,32,0,0,0,2772,1,0.298594
38656,0,60,0,0,0,8965,2,0.483939
38657,0,49,0,0,0,8300,2,0.287797
38658,0,79,0,0,0,NULL,0,343
38659,0,55,0,0,0,1000,0,1.091908
38660,0,32,0,0,0,5760,0,0.374241
38661,0,64,0,0,0,7500,1,0.238901
38662,0,59,0,0,0,9100,0,0.224701
38663,1,26,0,0,0,2800,1,0.202785
38664,0,42,0,0,0,5666,0,0.413623
38665,1,34,0,0,0,7750,2,0.238421
38666,0,59,0,0,0,NULL,0,82
38667,0,39,0,0,0,6950,0,0.753273
38668,0,45,0,0,0,3864,2,0.94075
38669,1,28,1,1,0,990,2,0.012109
38670,0,40,1,0,0,5683,0,0.173293
38671,0,38,0,0,0,1900,0,0.917938
38672,0,48,1,0,0,5000,1,0.20216
38673,0,58,0,0,1,NULL,0,444
38674,0,45,0,0,0,NULL,0,3121
38675,0,57,0,0,0,12000,2,0.266144
38676,0,60,1,0,0,NULL,NULL,216
38677,0,49,0,0,0,13500,1,0.470113
38678,1,63,1,0,0,11800,0,0.258368
38679,0,38,0,0,0,11000,3,0.156622
38680,0,52,1,0,0,NULL,2,5371
38681,0,53,0,0,0,12500,1,0.095592
38682,1,55,4,0,0,13700,2,0.598642
38683,0,49,0,0,0,6000,2,0.491585
38684,0,58,0,0,0,1,0,1435
38685,0,44,0,0,0,5800,3,0.132908
38686,1,67,0,0,0,9278,1,0.612674
38687,1,52,1,0,0,2600,2,0.24529
38688,1,32,0,3,1,2200,1,0.262608
38689,0,33,0,0,0,4900,0,0.582942
38690,0,30,0,0,0,1250,0,0.619504
38691,0,48,0,0,0,15166,2,0.306982
38692,0,33,0,0,0,400,1,0.064838
38693,1,47,2,2,1,3500,0,0.600114
38694,0,67,0,0,0,4630,1,0.62168
38695,0,73,0,1,0,NULL,0,1131
38696,0,69,0,0,0,NULL,0,244
38697,0,80,0,0,0,3232,0,0.35447
38698,0,41,0,0,0,10000,0,0.112989
38699,1,48,0,0,0,6085,1,0.883996
38700,0,46,0,0,0,5000,1,0.762647
38701,0,72,0,0,0,8000,0,0.16023
38702,1,65,1,0,0,1400,0,2.433976
38703,1,76,0,1,0,NULL,0,397
38704,1,37,0,6,0,5408,3,0.079867
38705,0,68,0,0,0,NULL,0,1133
38706,0,56,0,0,0,9000,3,0.368626
38707,0,43,0,0,0,3647,2,0.272752
38708,1,53,0,1,1,NULL,0,237
38709,0,53,0,0,0,10500,2,0.566041
38710,0,39,2,0,0,10000,1,0.442956
38711,0,57,1,0,0,9633,0,0.208013
38712,1,87,1,0,0,2500,0,0.219112
38713,1,39,0,0,0,NULL,1,1270
38714,0,55,0,0,0,10500,2,0.229978
38715,0,44,0,1,0,4650,0,0.395829
38716,1,30,2,0,0,3500,0,0.630106
38717,0,44,0,0,0,7208,0,0.168401
38718,0,68,0,0,0,5314,0,0.99793
38719,0,77,0,0,0,1944,0,0.00874
38720,0,61,0,0,0,5000,0,0.285943
38721,0,65,0,0,0,1358,0,1.033848
38722,0,60,0,0,0,8600,0,0.485757
38723,1,31,2,0,0,2500,3,0.021192
38724,0,75,0,0,0,NULL,NULL,176
38725,1,51,1,5,0,7040,1,0.269422
38726,0,55,0,0,0,7200,2,0.341203
38727,1,29,0,3,2,3000,2,0.733422
38728,0,22,0,0,0,0,0,36
38729,0,31,1,0,0,6375,0,0.373588
38730,1,56,1,0,0,NULL,0,8516
38731,0,63,0,0,0,NULL,0,0
38732,0,56,0,0,0,6100,0,0.18079
38733,0,68,0,0,0,NULL,0,725
38734,0,57,0,0,0,NULL,0,2119
38735,0,57,0,0,0,800,0,1.535581
38736,0,35,0,0,0,5327,1,0.312312
38737,0,59,0,0,0,7500,0,0.482069
38738,0,65,0,0,0,NULL,0,883
38739,1,49,1,2,0,3000,0,0.31023
38740,1,58,0,0,0,5500,0,0.297037
38741,0,42,0,0,0,7916,0,0.090312
38742,1,43,0,4,0,7000,4,0.4018
38743,1,40,0,0,0,7833,2,0.529487
38744,1,55,0,0,0,NULL,0,1293
38745,0,65,0,0,0,2735,0,0.128289
38746,0,50,0,0,0,11247,1,0.299787
38747,1,49,1,0,0,8800,4,1.641064
38748,0,68,0,0,0,2916,0,0.091532
38749,1,41,2,0,0,6800,2,0.513307
38750,1,32,1,1,0,2500,0,0.247901
38751,1,43,0,1,0,4000,2,0.505374
38752,0,48,1,0,0,54000,4,0.200256
38753,1,27,0,0,1,8000,0,0.025372
38754,1,46,0,1,0,NULL,0,0
38755,1,60,3,0,0,11248,0,0.399769
38756,0,62,0,0,0,0,0,1309
38757,1,32,0,0,0,2900,2,0.122372
38758,1,48,2,1,1,1688,3,1.554174
38759,0,62,0,0,0,1200,0,0.92756
38760,1,47,2,0,1,13143,2,0.894781
38761,0,71,0,0,0,6577,0,0.324567
38762,0,46,4,0,0,4889,1,0.641718
38763,0,38,0,0,0,NULL,1,5994
38764,0,59,0,0,0,6583,0,0.612242
38765,1,53,0,0,0,1000,1,5.968032
38766,0,59,0,0,0,9379,2,0.570789
38767,0,63,1,0,0,NULL,1,1699
38768,1,40,2,0,0,2000,2,0.955522
38769,0,77,0,0,0,4000,0,0.36166
38770,0,42,0,0,0,6250,2,0.059191
38771,1,49,4,0,0,12083,2,0.386296
38772,0,37,0,0,0,4069,0,0.412285
38773,0,52,0,0,0,0,0,1855
38774,1,50,0,0,1,6083,3,0.259204
38775,0,54,0,0,0,NULL,0,3564
38776,1,39,1,0,0,NULL,0,4340
38777,0,39,0,0,0,7368,0,0.411996
38778,0,53,0,0,0,6500,0,0.520843
38779,0,50,1,0,0,5700,0,0.338186
38780,1,44,3,0,0,4333,5,0.23281
38781,1,46,0,0,0,8500,3,0
38782,1,49,0,1,0,4916,0,0.507423
38783,0,54,0,0,0,7289,0,0.622359
38784,0,55,0,0,0,NULL,NULL,1701
38785,0,49,0,1,0,3172,0,0.104318
38786,0,53,0,0,0,12056,2,0.324044
38787,0,41,1,0,0,NULL,0,1332
38788,0,46,1,0,0,2300,2,1.179053
38789,0,63,0,1,0,6500,1,0.083372
38790,1,43,1,0,1,4598,0,0.146119
38791,0,31,0,0,0,9000,0,0.050217
38792,0,32,0,0,0,NULL,0,0
38793,0,69,0,0,0,NULL,0,204
38794,0,80,0,0,0,NULL,0,4
38795,0,31,0,0,0,2916,0,0.192664
38796,1,60,0,0,0,2226,0,0.42793
38797,0,45,0,0,0,6750,1,0.091246
38798,0,32,0,0,0,5416,2,0.417759
38799,0,31,0,0,0,4478,2,0.416164
38800,0,64,0,0,0,2100,0,0.002856
38801,0,58,0,0,0,8881,2,0.030736
38802,1,50,2,3,1,8750,3,0.130728
38803,1,57,4,2,0,NULL,0,1807
38804,0,64,0,0,0,5663,1,0.323093
38805,0,37,0,0,0,8276,1,0.424912
38806,1,38,0,1,0,3988,2,0.01103
38807,0,73,0,0,0,11800,1,0.429286
38808,1,38,2,0,0,1900,2,0.35455
38809,0,31,0,0,0,4980,0,0.320418
38810,0,37,0,0,0,12000,2,0.237814
38811,1,44,2,4,0,10000,3,0.640236
38812,0,72,0,0,0,2448,0,1.643936
38813,0,68,0,0,0,1700,0,0
38814,1,44,1,0,0,NULL,0,2745
38815,1,55,0,0,0,2300,0,0.426771
38816,0,49,0,0,0,4900,1,0.148337
38817,0,39,0,0,0,6041,2,0.34194
38818,1,47,2,1,3,6000,1,0.135811
38819,0,43,0,0,0,5600,3,0.379218
38820,1,67,0,0,0,12683,0,0.698281
38821,0,71,0,0,0,NULL,0,1588
38822,0,59,0,0,0,9900,0,0.003737
38823,0,52,0,0,0,NULL,0,60
38824,1,47,1,0,0,2200,0,0.037256
38825,0,33,0,0,1,2603,1,0.548387
38826,0,45,0,0,0,2600,1,0.008074
38827,1,54,2,1,0,2480,0,0.349859
38828,0,57,0,0,0,16867,1,0.195518
38829,1,36,1,1,0,2712,3,0.968669
38830,1,72,0,0,0,6944,0,0.100072
38831,0,56,0,0,0,2500,0,0.479408
38832,0,40,0,0,0,2333,1,0.499572
38833,0,50,0,0,0,10151,1,0.213751
38834,1,46,0,0,0,9000,0,0.234307
38835,1,47,0,0,0,8500,2,0.327256
38836,0,36,0,0,0,6500,0,0.137363
38837,1,50,0,1,0,2916,0,0.056908
38838,0,39,1,0,0,5355,5,0.232263
38839,1,33,0,0,0,NULL,1,1528
38840,1,88,0,3,0,3450,0,2.190669
38841,0,43,0,0,0,10366,4,0.207871
38842,0,63,0,0,0,9213,2,0.361732
38843,0,61,0,0,0,NULL,0,592
38844,0,58,0,0,0,22000,0,0.150311
38845,0,49,0,0,0,3319,1,0.454518
38846,0,50,0,0,0,4780,1,0.47375
38847,1,50,1,0,0,3700,0,0.552824
38848,0,21,0,0,0,800,0,0.012484
38849,1,47,0,0,2,14050,0,0.459967
38850,1,39,0,0,0,6488,5,1.696563
38851,0,52,0,0,0,10000,0,0.205779
38852,0,59,0,0,0,NULL,0,74
38853,1,57,1,0,0,3650,1,0.405094
38854,0,27,0,0,0,5100,0,0
38855,0,63,0,0,0,7400,0,0.107418
38856,0,47,0,0,0,3000,2,0.482839
38857,0,48,1,0,0,4630,2,0.399698
38858,1,57,0,0,0,4300,0,0.395257
38859,0,65,0,0,0,4663,1,0.382504
38860,0,52,0,0,0,0,1,924
38861,0,49,0,0,0,10000,2,0.511849
38862,1,48,0,0,0,10500,0,0.674507
38863,0,57,0,0,0,NULL,2,3492
38864,1,47,0,0,0,6300,1,0.343438
38865,0,69,0,0,1,3255,0,0.661548
38866,0,34,4,0,0,3300,5,0.661012
38867,0,29,0,0,0,928,0,0.337998
38868,0,37,0,0,0,6439,0,0
38869,1,41,0,2,1,NULL,0,516
38870,1,32,1,1,2,NULL,0,3461
38871,0,55,0,0,0,NULL,2,2579
38872,1,51,1,1,0,4800,0,0.586961
38873,0,57,1,0,1,9833,2,0.291641
38874,0,79,0,0,0,8334,0,0.010558
38875,0,36,0,0,0,3301,1,0.738038
38876,1,58,2,3,0,1200,0,1.501249
38877,1,50,0,0,0,600,0,0.083195
38878,0,77,0,0,0,NULL,0,96
38879,1,47,0,0,0,NULL,0,409
38880,1,50,0,0,1,14500,0,0.223088
38881,1,43,0,2,0,1826,1,0.02682
38882,0,27,0,0,0,1500,0,0.173884
38883,0,64,0,0,0,4058,0,0.530919
38884,1,42,0,0,0,1500,0,0.07062
38885,0,46,0,0,0,2916,2,0.42578
38886,0,90,0,0,0,7000,0,0.003999
38887,0,70,0,0,0,NULL,0,526
38888,0,48,0,0,0,3135,2,1.418367
38889,0,53,0,2,1,3900,0,0.319662
38890,0,58,0,0,0,8125,1,0.34888
38891,0,34,0,0,0,NULL,2,2422
38892,0,48,0,0,0,3662,0,0.553099
38893,0,64,0,0,0,8276,0,0.157907
38894,1,30,0,0,0,983,1,0.105691
38895,0,48,0,0,0,NULL,0,1041
38896,0,76,0,0,0,1500,0,0.0493
38897,0,59,0,0,0,13233,1,0.247393
38898,0,42,0,0,0,7916,0,0.083996
38899,0,51,0,0,0,3213,0,0.253889
38900,0,49,0,0,0,NULL,0,3034
38901,0,67,0,0,0,5600,0,0.353865
38902,1,37,0,0,0,5000,0,1.066987
38903,1,67,0,0,0,16750,0,0.650051
38904,0,39,0,0,0,2832,2,0.145429
38905,0,68,0,0,0,3600,0,0.680089
38906,1,63,0,0,0,NULL,0,1935
38907,0,83,0,0,0,26570,0,0.001844
38908,0,32,0,0,0,4425,1,0.471984
38909,0,47,0,0,0,NULL,0,1688
38910,0,66,0,0,0,2500,0,0.07397
38911,0,68,0,0,0,NULL,0,1262
38912,0,73,0,0,0,NULL,0,584
38913,0,59,0,0,0,2245,0,0.560107
38914,1,62,1,0,0,3500,1,0.524136
38915,0,38,0,0,0,9600,0,0.048224
38916,0,28,0,0,0,1416,0,0.002823
38917,1,44,3,1,0,2600,0,1.288351
38918,0,27,0,0,0,NULL,0,704
38919,0,71,0,0,0,5251,0,0.205065
38920,0,51,0,0,0,2500,1,0.471411
38921,0,79,0,0,0,5150,0,0.073966
38922,1,42,2,2,2,8946,0,0.326702
38923,1,48,0,0,0,3800,1,0.721652
38924,1,33,1,0,2,1100,2,0.194369
38925,0,38,0,0,0,NULL,0,2985
38926,0,46,0,0,0,5420,3,0.462461
38927,0,59,0,0,0,NULL,0,23
38928,0,78,0,0,0,4000,0,0.345664
38929,0,46,0,0,0,3944,0,0.000253
38930,0,55,0,0,0,13000,2,0.206292
38931,0,53,0,0,0,1235,2,1.182848
38932,1,27,1,1,0,1050,0,0.316841
38933,0,56,0,0,0,5010,0,0.173019
38934,1,59,2,0,1,12584,0,0.274056
38935,1,37,2,1,3,4503,1,0.730018
38936,0,43,0,0,0,5253,3,0.407499
38937,0,59,0,0,0,5200,1,0.184388
38938,0,38,0,0,0,3500,1,0.496715
38939,1,52,0,0,1,5195,0,0.220169
38940,0,73,0,0,0,2666,1,0.095613
38941,1,51,0,5,1,3689,1,0.943902
38942,1,54,1,0,0,8666,0,0.085497
38943,1,28,1,1,1,1247,2,0.370994
38944,1,57,2,0,0,10400,0,0.509374
38945,0,43,0,0,0,9925,3,0.452247
38946,1,30,5,0,0,2647,0,0.449396
38947,0,71,0,0,0,4769,0,0.189937
38948,0,89,0,0,0,1986,0,0.006543
38949,1,44,0,0,0,23800,2,0.590437
38950,1,56,0,0,1,5416,2,0.480155
38951,1,62,0,1,0,3017,1,0.100066
38952,0,67,0,0,0,3759,0,0.006915
38953,0,35,0,0,0,5633,2,0.231274
38954,0,51,1,0,0,4900,3,0.015303
38955,0,60,0,0,0,NULL,2,3029
38956,0,44,1,0,0,7121,3,0.013058
38957,1,56,0,0,0,NULL,NULL,298
38958,0,34,2,0,0,3583,0,0.730469
38959,0,53,0,0,0,4600,3,0.064769
38960,0,37,0,0,0,3166,0,0.001895
38961,1,46,2,2,0,6500,1,0.277957
38962,0,47,0,0,1,3000,1,0.075975
38963,0,57,0,0,0,10000,0,0.307269
38964,1,43,0,0,0,20000,2,0.213889
38965,0,50,0,0,0,6200,0,0.44896
38966,0,45,0,0,0,NULL,0,3514
38967,0,44,0,0,0,4902,1,0.480318
38968,0,45,0,0,0,NULL,2,1253
38969,0,49,0,0,0,NULL,1,11782
38970,1,41,2,0,0,NULL,0,2995
